EventID,EventDateDisplayRange,Title,Merge_Candidate,Area,Lon,Lat,EventVenueAddress,EventVenueFacilityName,EventVenueCity,EventVenueState,EventVenueZip,EventWebsite
17300,"MARCH 21-22, 2020",Poplar Place Farm March  ,Poplar Place Farm September HorseTrials,3,-84.865074,32.702297,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,http://www.poplarplacefarm.com/
17600,"MARCH 27-28, 2021",Poplar Place Farm March  ,Poplar Place March Horse Trials (2019),3,-84.865074,32.702297,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,http://www.poplarplacefarm.com/
17630,"MAY 8-9, 2021",Poplar Place Farm May   ,Poplar Place May Horse Trials,3,-84.865074,32.702297,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,http://www.poplarplacefarm.com/
17330,"JULY 11-12, 2020",Poplar Place Farm May (July)  ,Poplar Place Farm May H.T.(JULY 2020),3,-84.865074,32.702297,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,http://www.poplarplacefarm.com/
17458,"SEPTEMBER 12-13, 2020",Poplar Place Farm September  ,Poplar Place Farm September HorseTrials,3,-84.865074,32.702297,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,http://www.poplarplacefarm.com
17404,"JULY 11-12, 2020",Powder Basin  ,Needs Key Lookup,9,-105.444402,44.279338,Camplex Equestrian Park,Camplex Equestrian Park,Gillette,WY,82718,http://www.powderbasinequestrian.com/
17700,"JULY 10-11, 2021",Powder Basin   ,Needs Key Lookup,9,-105.444402,44.279338,Camplex Equestrian Park,Camplex Equestrian Park,Gillette,WY,82718,http://www.powderbasinequestrian.com/
17372,"JUNE 13-14, 2020",Queeny Park  ,Needs Key Lookup,4,-90.495112,38.60505,555 Weidman Rd.,Edgar M. Queeny County Park,Ballwin,MO,63011,http://www.qpee.org
17669,"JUNE 12-13, 2021",Queeny Park  ,Needs Key Lookup,4,-90.495112,38.60505,555 Weidman Rd.,Edgar M. Queeny County Park,Ballwin,MO,63011,http://www.qpee.org
17776,9-Oct,Radnor Hunt,Radnor Hunt Horse Trials,2,-75.483719,39.995613,826 Providence Rd,Radnor Hunt Field,Malvern,PA,19355,http://www.radnorhuntht.org
17487,10-Oct,Radnor Hunt  ,Radnor Hunt Horse Trials,2,-75.483719,39.995613,826 Providence Rd,Radnor Hunt Field,Malvern,PA,19355,http://www.radnorhuntht.org
17291,"MARCH 5-8, 2020",Red Hills International  ,Red Hills International Horse Trial ,3,-84.30026,30.538531,"Gate B, 1775 Miller Landing Road",Elinor Klapp Phipps Park,Tallahassee,FL,32312,http://www.RHHT.org
17587,"MARCH 11-14, 2021",Red Hills International  ,Red Hills International Horse Trial (March 2019),3,-84.30026,30.538531,"Gate B, 1775 Miller Landing Road",Elinor Klapp Phipps Park,Tallahassee,FL,32312,http://www.RHHT.org
17535,10-May,Riga Meadow at Coole Park Combined Test,Needs Key Lookup,1,-73.425545,42.014503,339 Undermountain Rd.,Riga Meadow Equestrian Center,Salisbury,CT,6068,http://www.area1usea.org/
17513,"NOVEMBER 7-8, 2020",River Glen Fall  ,Needs Key Lookup,3,-83.622204,36.137849,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,http://www.river-glen.com/
17805,"NOVEMBER 12-14, 2021",River Glen Fall    ,Needs Key Lookup,3,-83.622204,36.137849,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,http://www.river-glen.com/
17366,"JUNE 6-7, 2020",River Glen June  ,Needs Key Lookup,3,-83.622204,36.137849,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,http://www.river-glen.com/
17670,"JUNE 12-13, 2021",River Glen June  ,Needs Key Lookup,3,-83.622204,36.137849,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,http://www.river-glen.com/
17322,"APRIL 18-19, 2020",River Glen Spring  ,Needs Key Lookup,3,-83.622204,36.137849,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,http://www.river-glen.com/
17623,"APRIL 30 - MAY 2, 2021",River Glen Spring  ,Needs Key Lookup,3,-83.622204,36.137849,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,http://www.river-glen.com/
17419,"AUGUST 1-2, 2020",River Glen Summer  ,Needs Key Lookup,3,-83.622204,36.137849,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,http://www.river-glen.com/
17720,"AUGUST 6-8, 2021",River Glen Summer   ,Needs Key Lookup,3,-83.622204,36.137849,1979 London Rd.,River Glen Equestrian,New Market,TN,37820,http://www.river-glen.com/
17304,"DECEMBER 5-6, 2020",Rocking Horse December  ,Rocking Horse Fall H.T.(Oct 2020),3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com
17511,"OCTOBER 31 - NOVEMBER 1, 2020",Rocking Horse Fall  ,Rocking Horse Fall Horse Trials,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com/
17798,"NOVEMBER 6-7, 2021",Rocking Horse Fall   ,Rocking Horse Spring Horse Trials ,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com/
17288,"FEBRUARY 28 - MARCH 1, 2020",Rocking Horse III  ,Rocking Horse Winter 1 HT,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com
17603,"APRIL 2-4, 2021",Rocking Horse Spring  ,Rocking Horse Winter 2 Horse Trials,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com
17272,"JANUARY 24-26, 2020",Rocking Horse Winter I  ,Rocking Horse Winter I H.T.(Jan 2020),3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com/
17566,"JANUARY 29-31, 2021",Rocking Horse Winter I  ,Rocking Horse Winter III Horse Trials,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com/
17280,"FEBRUARY 13-16, 2020",Rocking Horse Winter II Advanced   ,Rocking Horse Winter 1 HT,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com
17575,"FEBRUARY 18-21, 2021",Rocking Horse Winter II Advanced   ,Rocking Horse Winter 1 HT,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com
17583,"MARCH 5-7, 2021",Rocking Horse Winter III  ,Rocking Horse Winter 1 HT,3,-81.641426,28.993049,44200 S.R. 19 N,Rocking Horse Farm,Altoona,FL,32702,http://www.rockinghorseeventing.com
17401,11-Jul,Round Top  ,Needs Key Lookup,9,-104.861244,39.437568,1393 Mesa Ridge Ln,,Castle Rock,CO,80108,www.useventing.com
17697,10-Jul,Round Top  ,Needs Key Lookup,9,-104.861244,39.437568,1393 Mesa Ridge Ln,,Castle Rock,CO,80108,www.useventing.com
17449,"SEPTEMBER 5-6, 2020",Seneca Valley Pony Club  ,Needs Key Lookup,2,-77.360199,39.091164,14401B Partnership Rd,Seneca - Bittersweet Field,Poolesville,MD,20837,http://www.senecavalleyponyclub.org
17738,"AUGUST 28-29, 2021",Seneca Valley Pony Club   ,Needs Key Lookup,2,-77.360199,39.091164,14401B Partnership Rd,Seneca - Bittersweet Field,Poolesville,MD,20837,http://www.senecavalleyponyclub.org
17373,"JUNE 12-14, 2020",Seneca Valley Pony Club Spring  ,Needs Key Lookup,2,-77.360199,39.091164,14401B Partnership Rd,Seneca - Bittersweet Field,Poolesville,MD,20837,http://www.senecavalleyponyclub.org/
17667,"JUNE 11-13, 2021",Seneca Valley Pony Club Spring   ,Needs Key Lookup,2,-77.360199,39.091164,14401B Partnership Rd,Seneca - Bittersweet Field,Poolesville,MD,20837,http://www.senecavalleyponyclub.org/
17436,"AUGUST 21-23, 2020",Shepherd Ranch,Needs Key Lookup,6,-120.067222,34.62442,1460 Hwy 154,Shepherd Ranch,Santa Ynez,CA,93460,http://www.shepherdrancheventing.com
17673,"JUNE 18-20, 2021",Shepherd Ranch,Needs Key Lookup,6,-120.067222,34.62442,1460 Hwy 154,Shepherd Ranch,Santa Ynez,CA,93460,http://www.shepherdrancheventing.com
17736,"AUGUST 27-29, 2021",Shepherd Ranch,Needs Key Lookup,6,-120.067222,34.62442,1460 Hwy 154,Shepherd Ranch,Santa Ynez,CA,93460,http://www.shepherdrancheventing.com
17379,"JUNE 19-21, 2020",Shepherd Ranch SYVPC   I,Needs Key Lookup,6,-120.067222,34.62442,1460 Hwy 154,Shepherd Ranch,Santa Ynez,CA,93460,http://www.shepherdrancheventing.com
17443,29-Aug,Silverwood Farm Fall  ,Silverwood Farm Fall H.T.(Aug 2020),4,-88.155205,42.535473,28426 98th Street,Silverwood Farm,Trevor,WI,53179,http://www.silverwoodfarm.net/
17743,4-Sep,Silverwood Farm Fall  ,Silverwood Farm Fall HT,4,-88.155205,42.535473,28426 98th Street,Silverwood Farm,Trevor,WI,53179,http://www.silverwoodfarm.net/
17560,17-Oct,Silverwood Farm October  ,Silverwood Farm Spring Horse Trials,4,-88.155205,42.535473,28426 98th Street,Silverwood Farm,Trevor,WI,53179,http://www.silverwoodfarm.net/
17368,13-Jun,Silverwood Farm Spring  ,Silverwood Farm Summer Horse Trials,4,-88.155205,42.535473,28426 98th Street,Silverwood Farm,Trevor,WI,53179,http://www.silverwoodfarm.net/
17675,19-Jun,Silverwood Farm Spring  ,Silverwood Farm Unrecognized H.T.,4,-88.155205,42.535473,28426 98th Street,Silverwood Farm,Trevor,WI,53179,http://www.silverwoodfarm.net/
17406,18-Jul,Silverwood Farm Summer  ,Silverwood Farm Summer Horse Trials,4,-88.155205,42.535473,28426 98th Street,Silverwood Farm,Trevor,WI,53179,http://www.silverwoodfarm.net/
17710,24-Jul,Silverwood Farm Summer  ,Silverwood Farm Summer Horse Trials,4,-88.155205,42.535473,28426 98th Street,Silverwood Farm,Trevor,WI,53179,http://www.silverwoodfarm.net/
17397,"JULY 4-5, 2020",South Farm   ,South Farm H.T. (Jul 2019),8,-80.999176,41.44838,8398 Bundysburg Rd.,South Farm,Middlefield,OH,44062,http://www.southfarm.net
17297,"MARCH 21-22, 2020",Southern Arizona   ,Needs Key Lookup,10,-111.6929297,35.144368,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,http://www.southernarizonaeventing.org/
17522,"NOVEMBER 21-22, 2020",Southern Arizona   ,Needs Key Lookup,10,-111.6929297,35.144368,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,http://www.southernarizonaeventing.org/
17594,"MARCH 20-21, 2021",Southern Arizona   ,Needs Key Lookup,10,-111.6929297,35.144368,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,http://www.southernarizonaeventing.org/
17806,"NOVEMBER 20-21, 2021",Southern Arizona    ,Needs Key Lookup,10,-111.6929297,35.144368,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,http://www.southernarizonaeventing.org/
17293,"MARCH 7-8, 2020",Southern Pines   ,Southern Pines Horse Trials - Carolina Horse Park,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,http://www.carolinahorsepark.com/
17586,"MARCH 6-7, 2021",Southern Pines   ,Southern Pines Horse Trials - CHP (Mar 2020),2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,http://www.carolinahorsepark.com/
17332,"MAY 7-10, 2020",Spokane Sport Horse Farm 5th Annual  Spring  ,Needs Key Lookup,7,-117.46257,47.554176,10710 S Sherman Rd,Spokane Sport Horse Farm,Spokane,WA,99224,http://www.spokanesporthorse.com
17768,"SEPTEMBER 30 - OCTOBER 3, 2021",Spokane Sport Horse Seventh Annual Fall   ,Needs Key Lookup,7,-117.46257,47.554176,10710 S Sherman Rd,Spokane Sport Horse Farm,Spokane,WA,99224,http://www.spokanesporthorse.com
17477,"OCTOBER 1-4, 2020",Spokane Sport Horse Sixth Annual Fall  ,Needs Key Lookup,7,-117.46257,47.554176,10710 S Sherman Rd,Spokane Sport Horse Farm,Spokane,WA,99224,http://www.spokanesporthorse.com
17632,"MAY 13-16, 2021",Spokane Sport Horse Spring  ,Rocking Horse Spring Horse Trials ,7,-117.46257,47.554176,10710 S Sherman Rd,Spokane Sport Horse Farm,Spokane,WA,99224,http://www.spokanesporthorse.com
17267,7-Dec,Sporting Days Farm   IV,Sporting Days Farm April Horse Trials (2019),3,-81.59201,33.521385,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,http://www.sportingdaysfarm.com/
17528,5-Dec,Sporting Days Farm   IV,Sporting Days Farm Feb. HT,3,-81.59201,33.521385,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,http://www.sportingdaysfarm.com/
17318,18-Apr,Sporting Days Farm April   III ,Sporting Days Farm Horse Trials,3,-81.59201,33.521385,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,http://www.sportingdaysfarm.com/
17612,17-Apr,Sporting Days Farm April   III ,Sporting Days Farm Horse Trials IV(Dec 2019),3,-81.59201,33.521385,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,http://www.sportingdaysfarm.com/
17275,1-Feb,Sporting Days Farm February   ,Sporting Days Farm March Horse Trials,3,-81.59201,33.521385,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,http://www.sportingdaysfarm.com/
17569,6-Feb,Sporting Days Farm February Trials I   ,Sporting Days Farm Horse Trials,3,-81.59201,33.521385,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,http://www.sportingdaysfarm.com/
17290,"FEBRUARY 29 - MARCH 1, 2020",Sporting Days Farm March   II,Sporting Days Farm March Horse Trials,3,-81.59201,33.521385,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,http://www.sportingdaysfarm.com/
17585,"MARCH 6-7, 2021",Sporting Days Farm March   II,Sporting Days Farm March Horse Trials,3,-81.59201,33.521385,3549 Charleston Hwy,Sporting Days Farm,Aiken,SC,29801,http://www.sportingdaysfarm.com/
17311,"APRIL 4-5, 2020",Spring Bay  ,Needs Key Lookup,8,-84.5168,38.151688,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,http://www.kyevents.net
17610,"APRIL 10-11, 2021",Spring Bay  ,Needs Key Lookup,8,-84.5168,38.151688,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,http://www.kyevents.net
17654,"MAY 29-30, 2021",Spring Coconino    ,Needs Key Lookup,10,-111.6929297,35.144368,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,http://www.coconinohorsetrials.com/
17345,"JULY 4-5, 2020",Spring Gulch  ,Spring Gulch Horse Trials,9,-104.995361,39.485371,Hwy 85,Spring Gulch Equestrian Area,Littleton,CO,92065,http://springgulchhorsetrials.com 
17427,"AUGUST 8-9, 2020",Spring Gulch  ,Spring Gulch Horse Trials,9,-104.995361,39.485371,Hwy 85,Spring Gulch Equestrian Area,Littleton,CO,92065,http://www.msea-ccc.org/
17646,"MAY 22-23, 2021",Spring Gulch  ,Spring Gulch Horse Trials,9,-104.995361,39.485371,Hwy 85,Spring Gulch Equestrian Area,Littleton,CO,92065,http://springgulchhorsetrials.com 
17721,"AUGUST 7-8, 2021",Spring Gulch   ,Spring Gulch Horse Trials,9,-104.995361,39.485371,Hwy 85,Spring Gulch Equestrian Area,Littleton,CO,92065,http://www.msea-ccc.org/
17818,"JUNE 25-27, 2021",Spring Hollow Equestrian Park  ,Needs Key Lookup,9,-104.743507,39.436527,7522 South Pinery Drive,Colorado Horse Park Western Arena Complex,Parker,CO,80134,http://www.coloradohorsepark.com/
17819,"OCTOBER 15-17, 2021",Spring Hollow Equestrian Park  ,Needs Key Lookup,9,-104.743507,39.436527,7522 South Pinery Drive,Colorado Horse Park Western Arena Complex,Parker,CO,80134,http://www.coloradohorsepark.com/
17618,"OCTOBER 9-10, 2021",St. Johns,Needs Key Lookup,10,-109.373999,34.51151,"845 W 4th N., St.",St. Johns Equestrian Center,Johns,AZ,85936,http://www.coconinohorsetrials.com
17323,"OCTOBER 10-11, 2020",St. Johns  ,Needs Key Lookup,10,-109.373999,34.51151,"845 W 4th N., St.",St. Johns Equestrian Center,Johns,AZ,85936,http://www.coconinohorsetrials.com
17271,"JANUARY 18-19, 2020",Stable View Aiken Opener  ,Stable View Aiken Opener H.T.,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://www.stableviewfarm.com
17565,"JANUARY 23-24, 2021",Stable View Aiken Opener  ,Stable View Eventing Academy (December),3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://www.stableviewfarm.com
17769,"SEPTEMBER 23-26, 2021",Stable View Oktoberfest  2/3/4* and  ,Stable View Eventing Academy Schooling H.T.,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://www.StableViewFarm.com
17470,"SEPTEMBER 24-27, 2020",Stable View Oktoberfest 1/ 2/3/4* and  ,Stable View Eventing Academy Schooling HorseTrial,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://www.StableViewFarm.com
17620,"APRIL 24-25, 2021",Stable View Spring  ,Stable View Horse Trials (June),3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://www.stableviewfarm.com
17595,"MARCH 25-27, 2021",Stable View Spring 1/2/3/4*,Stable View Oktoberfest 1/ 2/3/4* and H.T.,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://StableViewFarm.com
17381,"JUNE 19-21, 2020",Stable View Summer   ,Stable View Schooling Horse Trial,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://stableviewfarm.com
17686,"JUNE 25-27, 2021",Stable View Summer   ,Stable View Schooling Horse Trial(November),3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://stableviewfarm.com
17686,"JUNE 25-27, 2021",Stable View Summer   ,Stable View Spring Horse Trials,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://stableviewfarm.com
17686,"JUNE 25-27, 2021",Stable View Summer   ,Stable View Spring Horse Trials (2019),3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://stableviewfarm.com
17686,"JUNE 25-27, 2021",Stable View Summer   ,Stable View Summer Horse Trials,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://stableviewfarm.com
17686,"JUNE 25-27, 2021",Stable View Summer   ,Stable View Winter CT - Jan,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://stableviewfarm.com
17686,"JUNE 25-27, 2021",Stable View Summer   ,Stableview Eventing Academy- Aug,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://stableviewfarm.com
17686,"JUNE 25-27, 2021",Stable View Summer   ,Stableview Eventing Academy- July,3,-81.799975,33.648594,117 Stable Dr,Stable View Farm,Aiken,SC,29801,http://stableviewfarm.com
17459,"SEPTEMBER 12-13, 2020",Stone Gate Farm  ,Needs Key Lookup,8,-80.908832,40.807526,31407 Schneider Rd,Stone Gate Farm,Hanoverton,OH,44423,http://www.stonegatefarm.org
17761,"SEPTEMBER 18-19, 2021",Stone Gate Farm  ,Needs Key Lookup,8,-80.908832,40.807526,31407 Schneider Rd,Stone Gate Farm,Hanoverton,OH,44423,http://www.stonegatefarm.org
17701,"JULY 8-10, 2021","Summer Coconino H.T and Western Underground, Inc TR, N, BN3D",Needs Key Lookup,10,-111.6929297,35.144368,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,http://www.coconinohorsetrials.com/
17465,"SEPTEMBER 18-20, 2020",Sundance Farm  ,Needs Key Lookup,4,-88.011779,43.776863,N6329 Branch Road,Sundance Farm,Plymouth,WI,53073,http://www.sundancefarm.net
17772,"OCTOBER 1-3, 2021",Sundance Farm   ,Needs Key Lookup,4,-88.011779,43.776863,N6329 Branch Road,Sundance Farm,Plymouth,WI,53073,http://www.sundancefarm.net
17380,"JUNE 19-21, 2020",Surefire Farm  ,Surefire Farm Horse Trials ,2,-77.741661,39.056019,Jeb Stuart Rd,Surefire Farm,Purcellville,VA,20132,http://www.surefireeventing.com/
17472,"SEPTEMBER 25-27, 2020",Surefire Farm  ,Surefire Horse Trials,2,-77.763374,39.050343,20490 St Louis Rd,Surefire Farm,Purcelville,VA,20132,http://www.surefireeventing.com/
17674,"JUNE 18-20, 2021",Surefire Farm   ,Surefire Farm Horse Trials ,2,-77.741661,39.056019,Jeb Stuart Rd,Surefire Farm,Purcellville,VA,20132,http://www.surefireeventing.com/
17305,"JUNE 19-21, 2020",Texas Rose Horse Park  ,Texas Rose Horse Park Fall HT,5,-95.503062,32.472261,14078 TX-110,Texas Rose Horse Park,Tyler,TX,75704,http://www.texasrosehorsepark.com
17597,"MARCH 26-28, 2021",Texas Rose Horse Park  ,Texas Rose Horse Park H.T.,5,-95.503062,32.472261,14078 TX-110,Texas Rose Horse Park,Tyler,TX,75704,http://www.texasrosehorsepark.com
17634,"MAY 15-16, 2021",Texas Rose Horse Park  ,Texas Rose Horse Park H.T.(Mar 2020),5,-95.503062,32.472261,14078 TX-110,Texas Rose Horse Park,Tyler,TX,75704,http://www.texasrosehorsepark.com
17514,"NOVEMBER 7-8, 2020",Texas Rose Horse Park Fall  ,Texas Rose Horse Park Summer Horse Trials,5,-95.503062,32.472261,14078 TX-110,Texas Rose Horse Park,Tyler,TX,75704,http://www.texasrosehorsepark.com
17802,"NOVEMBER 6-7, 2021",Texas Rose Horse Park Fall    ,Texas Rose Horse Trials (March 2019),5,-95.503062,32.472261,14078 TX-110,Texas Rose Horse Park,Tyler,TX,75704,http://www.texasrosehorsepark.com
17334,"MAY 8-10, 2020",Texas Rose Horse Park Summer  ,Texas Rose Horse Park Summer Horse Trials,5,-95.503062,32.472261,14078 TX-110,Texas Rose Horse Park,Tyler,TX,75704,http://www.texasrosehorsepark.com
17541,"MAY 29-31, 2020",The Event at Archer,Needs Key Lookup,9,-104.655,41.152444,3967 Archer Parkway,Archer Eventing Park,Cheyenne,WY,82009,http://www.EventatArcher.com
17437,"AUGUST 22-23, 2020",The Event at Archer,Needs Key Lookup,9,-104.655,41.152444,3967 Archer Parkway,Archer Eventing Park,Cheyenne,WY,82009,http://www.EventatArcher.com
17524,"SEPTEMBER 26-27, 2020",The Event at Archer,Needs Key Lookup,9,-104.655,41.152444,3967 Archer Parkway,Archer Eventing Park,Cheyenne,WY,82009,http://www.EventatArcher.com
17733,"AUGUST 20-22, 2021",The Event at Archer,Needs Key Lookup,9,-104.655,41.152444,3967 Archer Parkway,Archer Eventing Park,Cheyenne,WY,82009,http://www.EventatArcher.com
17817,"JUNE 4-6, 2021",The Event at Archer  ,Needs Key Lookup,9,-104.655,41.152444,3967 Archer Parkway,Archer Eventing Park,Cheyenne,WY,82009,http://www.EventatArcher.com
17538,"SEPTEMBER 26-27, 2020",The Event at Isaacks Ranch,Needs Key Lookup,10,-106.698944,32.452377,65 County Rd D-66,Isaacks Ranch,Las Cruces,NM,88012,www.isaacksranch.com
17764,"SEPTEMBER 25-26, 2021",The Event at Isaacks Ranch  ,Needs Key Lookup,10,-106.698944,32.452377,65 County Rd D-66,Isaacks Ranch,Las Cruces,NM,88012,www.isaacksranch.com
17327,"MAY 1-3, 2020",The Event at Skyline,Needs Key Lookup,9,-111.475851,39.531776,995 W 1000 S,Skyline Eventing Park,Mt Pleasant,UT,84647,www.facebook.com/SkylineEventingPark
17454,"SEPTEMBER 11-13, 2020",The Event at Skyline,Needs Key Lookup,9,-111.475851,39.531776,995 W 1000 S,Skyline Eventing Park,Mt Pleasant,UT,84647,http://www.skylineeventingpark.com
17627,"MAY 7-9, 2021",The Event at Skyline,Needs Key Lookup,9,-111.475851,39.531776,995 W 1000 S,Skyline Eventing Park,Mt Pleasant,UT,84647,www.facebook.com/SkylineEventingPark
17755,"SEPTEMBER 17-19, 2021",The Event at Skyline  ,Needs Key Lookup,9,-111.475851,39.531776,995 W 1000 S,Skyline Eventing Park,Mt Pleasant,UT,84647,http://www.skylineeventingpark.com
17783,"OCTOBER 8-10, 2021",The Event at TerraNova ,The Spring Event at Woodside (May 2019),3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://
17308,"APRIL 4-5, 2020",The Fork at TIEC ,The Fork at Tryon (April 2019),2,-82.066895,35.282646,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756,http://www.tryon.com
17602,"APRIL 2-4, 2021",The Fork at TIEC ,The Fork at Tryon (April 2019),2,-82.066895,35.282646,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756,http://www.tryon.com
17485,"OCTOBER 9-11, 2020",The Maryland   at Loch Moy Farm,Maryland H.T. at Loch Moy Farm II(Jul 2020),2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,http://www.themarylandhorsetrials.com
17400,"JULY 10-12, 2020",The Maryland   at Loch Moy Farm II,MDHT at Loch Moy Farm Classic BN3 Day Event & H.T.,2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,http://www.themarylandhorsetrials.com/
17770,"OCTOBER 1-3, 2021",The Maryland at Loch Moy Farm,Maryland H.T. at Loch Moy Farm II(Jul 2020),2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,http://www.themarylandhorsetrials.com
17696,"JULY 9-11, 2021",The Maryland at Loch Moy Farm II ,Maryland H.T. at Loch Moy Farm II(Jul 2020),2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,http://www.themarylandhorsetrials.com/
17395,"JULY 3-5, 2020",The Maryland International +  ,The Maryland International + H.T.(Jul 2019),2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,http://www.themarylandhorsetrials.com/
17691,"JULY 2-4, 2021",The Maryland International +   ,The Maryland International + H.T.(Jul 2019),2,-77.429489,39.270748,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,http://www.themarylandhorsetrials.com/
17365,"JUNE 6-7, 2020",The Middleburg  ,Needs Key Lookup,2,-77.736947,38.990605,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117,http://www.mocpony.club
17551,"SEPTEMBER 26-27, 2020",The Middleburg  ,Needs Key Lookup,2,-77.736947,38.990605,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117,http://www.mocpony.club
17661,"JUNE 5-6, 2021",The Middleburg   ,Needs Key Lookup,2,-77.736947,38.990605,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117,http://www.mocpony.club
17349,"MAY 22-24, 2020",The Spring Event at Woodside,The Spring Event at Woodside (May 2019),6,-122.245483,37.407471,3674 Sand Hill Rd.,Woodside Horse Park,Woodside,CA,94062,http://woodsideeventing.com/
17650,"MAY 28-30, 2021",The Spring Event at Woodside,The Spring Event at Woodside (May 2019),6,-122.245483,37.407471,3674 Sand Hill Rd.,Woodside Horse Park,Woodside,CA,94062,http://woodsideeventing.com/
