EventID,EventDateDisplayRange,Title,Area,City,State,Zip,Begindate,Enddate,Opendate,Closedate,SearchLevels,DisplayLevels,Result,Lon,Lat,ProvisionalCalendar,EventVenueAddress,EventVenueFacilityName,EventVenueCity,EventVenueState,EventVenueZip,XEntryStatus,EventWebsite,UseaApprovalStatus,FEIOpenDate,FEICloseDate
17621,"APRIL 24-25, 2021",University of New Hampshire Spring H.T.,1,Durham,NH,03824,4/24/2021,4/25/2021,3/9/2021,4/6/2021,"BN,N,T,P","BN,N,T,P",0,-70.939983,43.142417,True,288 Mast Road,UNH Equine Center,Durham,NH,3824,False,https://colsa.unh.edu/agriculture-nutrition-food-systems/horse-trials,approved,,
17629,MAY 8,Apple Knoll Farm H.T.,1,Millis,MA,02054,5/8/2021,5/8/2021,3/23/2021,4/20/2021,"BN,N,T","BN,N,T",0,-70.572205,41.861244,True,1067 Old Sandwich Rd,Valinor Farm,Plymouth,MA,2360,False,http://www.appleknoll.com/,approved,,
17636,MAY 15,Hitching Post Farm H.T.,1,South Royalton,VT,05068,5/15/2021,5/15/2021,3/30/2021,4/27/2021,"Intro,BN,N,T,M,P","Intro,BN,N,T,M,P",0,-72.563259,43.810049,True,2096 Back River Rd.,Hitching Post Farm,S. Royalton,VT,5068,False,http://www.hitchingpostfarm.com/,approved,,
17652,MAY 29,Mystic Valley Hunt Club H.T.,1,Gales Ferry,CT,06335,5/29/2021,5/29/2021,4/13/2021,5/11/2021,"Starter,BN,BN,N,N,TN,T","Starter,CT-BN,BN,CT-N,N,TN,CT-T",0,-72.040755,41.404597,True,645 Long Cove Rd,Mystic Valley Hunt Club,Gales Ferry,CA,6335,False,http://www.info@mvhchorse.com/,approved,,
17660,"JUNE 5-6, 2021",GMHA June H.T.,1,South Woodstock,VT,05071,6/5/2021,6/6/2021,4/20/2021,5/18/2021,"BN,N,T,P","BN,N,T,P",0,-72.539261,43.557084,True,5491 South Road,GMHA,South Woodstock,VT,5071,False,http://www.gmhainc.org,approved,,
17659,JUNE 6,Genesee Valley Riding & Driving Club Spring H.T. ,1,Geneseo,NY,14454,6/6/2021,6/6/2021,4/20/2021,5/18/2021,"Intro,BN,N,TN","Intro,BN,N,TN",0,-77.787109,42.842808,True,4222 Roots Tavern Road,Hideaway Farm,Geneseo,NY,14454,False,http://www.gvrdc.org/,approved,,
17672,JUNE 13,Valinor Farm H.T. ,1,Plymouth,MA,02360,6/13/2021,6/13/2021,4/27/2021,5/25/2021,"Intro,BN,N,T,M","Intro,BN,N,T,M",0,-70.572205,41.861244,True,1067 Old Sandwich Rd,Valinor Farm,Plymouth,MA,2360,False,http://www.valinorfarm.com,approved,,
17680,JUNE 20,Kent School Spring H.T. ,1,Kent,CT,06757,6/20/2021,6/20/2021,5/4/2021,6/1/2021,"Intro,BN,N,T,M","Intro,BN,N,T,M",0,-72.738304,41.573502,True,30 Westwoods Rd.,Kent School,Kent,CT,6359,False,https://area1usea.org/competitions/sanctioned-events/,approved,,
17683,"JUNE 25-27, 2021",Groton House Farm H.T. - Pending USEF Approval,1,Hamilton,MA,01982,6/25/2021,6/27/2021,5/11/2021,6/8/2021,"N,TN,T,PT,P,IP","N,TN,T,PT,P,IP",0,-70.871843,42.648485,True,746 Highland St.,Groton House Farm,Hamilton,MA,1982,False,http://www.grotonhousefarm.com/,approved,,
17694,"JULY 3-4, 2021",Larkin Hill H.T. - Pending USEF Approval,1,North Chatham,NY,12123,7/3/2021,7/4/2021,5/18/2021,6/15/2021,"Intro,BN,N,T,P","Intro,BN,N,T,P",0,-73.644314,42.479086,True,114 Woodward Rd,Larkin Hill Farm,Nassau,NY,12123,False,http://www.larkinhill.com,approved,,
17699,"JULY 10-11, 2021",Huntington Farm H.T. ,1,South Strafford,VT,05070,7/10/2021,7/11/2021,5/25/2021,6/22/2021,"BN,N,T,P","BN,N,T,P",0,-72.354309,43.834476,True,130 Justin Morrill Hwy,Huntington Farm,South Strafford,VT,5070,False,http://www.area1usea.org,approved,,
17704,"JULY 17-18, 2021",Genesee Valley Hunt H.T. ,1,Geneseo,NY,14454,7/17/2021,7/18/2021,6/1/2021,6/29/2021,"Intro,BN,N,TN,T,M","Intro,BN,N,TN,T,M",0,-77.8161,42.84355,True,Roots Tavern Rd and Nations Rd,GVHC - Nations Farm ,Geneseo,NY,14454,False,http://www.geneseevalleyhunt.org/,approved,,
17712,"JULY 24-25, 2021",Course Brook Farm H.T.  ,1,Sherborn,MA,01770,7/24/2021,7/25/2021,6/8/2021,7/6/2021,"Intro,BN,N,T,MT,P","Intro,BN,N,T,MT,P",0,-71.399742,42.252289,True,39 Brush Hill Rd,Course Brook Farm,Sherborn,MA,1770,False,https://www.coursebrookfarm.com/usef-usea-horse-trials,approved,,
17716,"AUGUST 5-8, 2021",Millbrook H.T. ,1,Millbrook,NY,12545,8/5/2021,8/8/2021,6/22/2021,7/20/2021,"BN,N,T,P,I,A","BN,N,T,P,I,A",0,-73.61338,41.861046,True,1031 Bangall-Amenia Rd,Riga Meadow at Coole Park,Millbrook,NY,12545,False,http://www.millbrookhorsetrials.com/,approved,,
17723,"AUGUST 13-15, 2021",GMHA Festival of Eventing August H.T. ,1,South Woodstock,VT,05071,8/13/2021,8/15/2021,6/29/2021,7/27/2021,"BN,N,T,PT,P,I,CCI2-S,CCI3-S","BN,N,T,PT,P,I,CCI2-S,CCI3-S",0,-72.539261,43.557084,True,5491 South Road,GMHA,South Woodstock,VT,5071,False,http://gmhainc.org/,approved,,
17728,"AUGUST 21-22, 2021",Genesee Valley Riding & Driving Club H.T. ,1,Geneseo,NY,14454,8/21/2021,8/22/2021,7/6/2021,8/3/2021,"Intro,FEH-YEAR,2S,3S,4S,BN,N,T,M,P","FEH-2,FEH-3,FEH-4,FEH-YEAR,Intro,BN,N,T,M,P",0,-77.787109,42.842808,True,4222 Roots Tavern Road,Hideaway Farm,Geneseo,NY,14454,False,http://www.gvrdc.org/,approved,,
17735,AUGUST 22,Huntington Farm H.T. ,1,South Strafford,VT,05070,8/22/2021,8/22/2021,7/6/2021,8/3/2021,"BN,N,T,PT,P","BN,N,T,PT,P",0,-72.354309,43.834476,True,130 Justin Morrill Hwy,Huntington Farm,South Strafford,VT,5070,False,http://www.area1usea.org,approved,,
17739,"AUGUST 28-29, 2021",Town Hill Farm H.T.,1,Lakeville,CT,06039,8/28/2021,8/29/2021,7/13/2021,8/10/2021,"Starter,BN,N,T,P","Starter,BN,N,T,P",0,-73.431159,41.936805,True,55 Lime Rock Rd (Rt. 112),Town Hill Farm,Lakeville,CT,6039,False,http://www.townhillfarm.com,approved,,
17747,SEPTEMBER 4,Course Brook H.T. - Pending USEF Approval,1,Sherborn,MA,01770,9/4/2021,9/4/2021,7/20/2021,8/17/2021,"Starter,BN,N,T,MT,P","Starter,BN,N,T,MT,P",0,-71.399742,42.252289,True,39 Brush Hill Rd,Course Brook Farm,Sherborn,MA,1770,False,https://coursebrookfarm.com/,approved,,
17758,SEPTEMBER 18,Apple Knoll Farm H.T.,1,Millis,MA,02054,9/18/2021,9/18/2021,8/3/2021,8/31/2021,"BN,N,T","BN,N,T",0,-70.572205,41.861244,True,1067 Old Sandwich Rd,Valinor Farm,Plymouth,MA,2360,False,http://www.appleknoll.com/,approved,,
17759,"SEPTEMBER 18-19, 2021",GMHA September H.T. & 2021 Area 1 Championships,1,South Woodstock,VT,05071,9/18/2021,9/19/2021,8/3/2021,8/31/2021,"BN,N,T,P","BN,N,T,P",0,-72.539261,43.557084,True,5491 South Road,GMHA,South Woodstock,VT,5071,False,http://www.gmhainc.org,approved,,
17765,"SEPTEMBER 25-26, 2021",University of New Hampshire H.T. - Pending USEF Approval,1,Durham,NH,03824,9/25/2021,9/26/2021,8/10/2021,9/7/2021,"BN,N,T,P","BN,N,T,P",0,-70.943655,43.143771,True,UNH Equine Center 278 Mast Rd,UNH Equine Center,Durham,NH,3824,False,https://colsa.unh.edu/agriculture-nutrition-food-systems/horse-trials,approved,,
17767,SEPTEMBER 26,Larkin Hill H.T.,1,North Chatham,NY,12123,9/26/2021,9/26/2021,8/10/2021,9/7/2021,"Intro,BN,N,T,PT","Intro,BN,N,T,PT",0,-73.644314,42.479086,True,114 Woodward Rd,Larkin Hill Farm,Nassau,NY,12123,False,http://www.larkinhill.com,approved,,
17785,OCTOBER 9,Hitching Post Farm H.T. - Pending USEF Approval,1,South Royalton,VT,05068,10/9/2021,10/9/2021,8/24/2021,9/21/2021,"BN,N,T,M","BN,N,T,M",0,-72.563259,43.810049,True,2096 Back River Rd.,Hitching Post Farm,S. Royalton,VT,5068,False,http://www.hitchingpostfarm.com/,approved,,
17782,OCTOBER 10,Kent School Fall H.T. ,1,Kent,CT,06757,10/10/2021,10/10/2021,8/24/2021,9/21/2021,"Intro,BN,N,T,M","Intro,BN,N,T,M",0,-72.738304,41.573502,True,30 Westwoods Rd.,Kent School,Kent,CT,6359,False,http://www.area1usea.org/Resources/Links/Kent/Kentpage.htm,approved,,
15200,"DECEMBER 7-8, 2020",USEA XENTRY DEMO EVENT,2,Leesburg,VA,20176,12/7/2020,12/8/2020,10/20/2020,10/30/2020,"YEH,BN,BN3D,N,N3D,T,T3D,P,P3D,CCI2-S","YEH,BN,BN3D,N,N3D,T,T3D,P,P3D,CCI2-S",0,-77.555274,39.145424,True,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,True,www.useventing.com,approved,6/15/2020,3/16/2015
17586,"MARCH 6-7, 2021",Southern Pines H.T. ,2,Raeford,NC,28376,3/6/2021,3/7/2021,1/19/2021,2/16/2021,"BN,BN,N,N,T,T,M,M,P,P,I,A","CT-BN,BN,CT-N,N,CT-T,T,CT-M,M,CT-P,P,CT-I,CT-A",0,-79.366325,35.01506,True,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,True,http://www.carolinahorsepark.com/,approved,,
17591,"MARCH 17-21, 2021",Carolina International CCI and H.T.,2,Raeford,NC,28376,3/17/2021,3/21/2021,2/2/2021,3/2/2021,"T,M,P,I,A,CCI2-S,CCI3-S,CCI4-S","T,M,P,I,A,CCI2-S,CCI3-S,CCI4-S",0,-79.366325,35.01506,True,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,True,http://www.carolinainternationalcci.com/,approved,,
17599,"MARCH 27-28, 2021",Morven Park Spring H.T.,2,Leesburg,VA,20176,3/27/2021,3/28/2021,2/9/2021,3/9/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-77.555274,39.145424,True,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,True,http://www.morvenpark.org,approved,,
17602,"APRIL 2-4, 2021",The Fork at TIEC ,2,Mill Spring,NC,28756,4/2/2021,4/4/2021,2/16/2021,3/16/2021,"BN,N,T,M,P,I,A,CCI1-S,CCI2-S,CCI3-S,CCI4-S","BN,N,T,M,P,I,A,CCI1-S,CCI2-S,CCI3-S,CCI4-S",0,-82.066895,35.282646,True,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756,False,http://www.tryon.com,approved,,
17606,"APRIL 9-11, 2021",Fair Hill International April H.T. and CCI-S,2,Elkton,MD,21921,4/9/2021,4/11/2021,2/23/2021,3/23/2021,"T,P,I,A,A,CCI2-S,CCI3-S,CCI4-S","T,P,I,CT-A,A,CCI2-S,CCI3-S,CCI4-S",0,-75.860126,39.701706,True,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,False,http://www.fairhillinternational.org,approved,,
17608,APRIL 11,CDCTA Spring H.T.,2,Berryville,VA,22611,4/11/2021,4/11/2021,2/23/2021,3/23/2021,"Intro,BN,N,T,P","Intro,BN,N,T,P",0,-78.007442,39.1703202,True,929 Kimble Road,CDCTA Eventing Facility,Berryville,VA,22611,False,http://www.cdcta.com/,approved,,
17616,"APRIL 17-18, 2021",Plantation Field April H.T.,2,Unionville,PA,19375,4/17/2021,4/18/2021,3/2/2021,3/30/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-75.787444,39.908737,True,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,False,http://www.plantationfield.com,approved,,
17615,"APRIL 17-18, 2021",Longleaf Pine H.T.,2,Raeford,NC,28376,4/17/2021,4/18/2021,3/2/2021,3/30/2021,"BN,BN,N,N,T,T,M,M,P,P,I,A","CT-BN,BN,CT-N,N,CT-T,T,CT-M,M,CT-P,P,CT-I,CT-A",0,-79.366325,35.01506,True,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,False,http://www.carolinahorsepark.com/,approved,,
17609,APRIL 18,USEA MDHT FEH/YEH/NEH Qualifier,2,Adamstown,MD,21710,4/18/2021,4/18/2021,3/9/2021,4/6/2021,"FEH-YEAR,YEH-5,NEH,4S,2S,3S,4S","FEH-2,FEH-3,FEH-4,FEH-YEAR,NEH,YEH-4,YEH-5",0,-77.429489,39.270748,True,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,False,http://www.themarylandhorsetrials.com,approved,,
17619,"APRIL 24-25, 2021",Loudoun Hunt Pony Club Spring H.T.,2,Leesburg,VA,20176,4/24/2021,4/25/2021,3/9/2021,4/6/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-77.555274,39.145424,True,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,False,https://loudounhunt.ponyclub.org/pages/334.aspx,approved,,
17624,"MAY 1-2, 2021",Waredaca H.T. ,2,Gaithersburg,MD,20882,5/1/2021,5/2/2021,3/16/2021,4/13/2021,"BN,N,T,M,P,I","BN,N,T,M,P,I",0,-77.080605,39.233318,True,4015 Damascus Rd,Waredaca Equestrian Facility,Laytonsville,MD,20882,False,http://www.waredaca.com,approved,,
17626,"MAY 5-9, 2021",Jersey Fresh International ,2,Allentown,NJ,08501,5/5/2021,5/9/2021,3/23/2021,4/20/2021,"P,CCI3-S,CCI4-S,CCI3-L,CCI4-L","P,CCI3-S,CCI4-S,CCI3-L,CCI4-L",0,-74.498207,40.193207,True,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501,False,http://www.jfi3d.com,approved,3/23/2021,4/27/2021
17628,MAY 8,Plantation Field May H.T. ,2,Unionville,PA,19320,5/8/2021,5/8/2021,3/23/2021,4/20/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-75.787444,39.908737,True,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,False,http://www.plantationfield.com,approved,,
17631,"MAY 8-9, 2021",WindRidge Farm H.T. ,2,Mooresboro,NC,28114,5/8/2021,5/9/2021,3/23/2021,4/20/2021,"Starter,Starter,BN,BN,N,N,T,T,P,P","CT-Starter,Starter,CT-BN,BN,CT-N,N,CT-T,T,CT-P,P",0,-81.828506,35.227467,True,882 Goodes Creek Church Rd,Windridge Farm,Mooresboro,NC,28114,False,http://www.WindridgeFarmsNC.com,approved,,
17637,"MAY 14-15, 2021",Hunt Club Farms H.T.,2,Berryville,VA,22611,5/14/2021,5/15/2021,3/30/2021,4/27/2021,"YEH-5,4S,BN,N,T,PT,P","YEH-4,YEH-5,BN,N,T,PT,P",0,-78.036232,39.191025,True,294 Longmarsh Rd,Hunt Club Farms,Berryville,VA,22611,False,http://www.huntclubfarms.net,approved,,
17643,"MAY 15-16, 2021",Fair Hill International H.T. ,2,Elkton,MD,21921,5/15/2021,5/16/2021,4/6/2021,5/4/2021,"N,T,P,I","N,T,P,I",0,-75.860126,39.701706,True,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,False,http://www.fairhillinternational.org,approved,,
17645,"MAY 22-23, 2021",MCTA H.T. at Shawan Downs,2,Cockeysville,MD,21030,5/22/2021,5/23/2021,4/6/2021,5/4/2021,"BN,N,T,M,P,P,I,I,A","BN,N,T,M,CT-P,P,CT-I,I,CT-A",0,-76.695723,39.496716,True,1401 Shawan Rd.,Shawan Downs,Cockeysville,MD,21030,False,http://www.mdcta.com/,approved,,
17647,"MAY 22-23, 2021",Flora Lea Spring H.T. ,2,Medford,NJ,08055,5/22/2021,5/23/2021,4/6/2021,5/4/2021,"BN,N,T,P","BN,N,T,P",0,-74.814918,39.896675,True,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055,False,http://floraleafarm.com,approved,,
17648,"MAY 27-30, 2021",VHT International & H.T.,2,Lexington,VA,24450,5/27/2021,5/30/2021,4/13/2021,5/11/2021,"YEH-5,4S,Starter,BN,N,T,M,P,I,AI,CCI2-S,CCI1-L,CCI3-S,CCI2-L","Starter,YEH-4,YEH-5,BN,N,T,M,P,I,AI,CCI1-L,CCI2-S,CCI3-S,CCI2-L",0,-79.424185,37.809507,True,487 Maury River Rd,The Virginia Horse Center,Lexington,VA,24435,False,http://www.vahorsetrials.com/,approved,6/8/2021,7/6/2021
17644,MAY 28,USEA MDHT FEH/YEH/NEH Qualifier,2,Adamstown,MD,21710,5/28/2021,5/28/2021,4/13/2021,5/11/2021,"FEH-YEAR,YEH-5,NEH,4S,2S,3S,4S","FEH-2,FEH-3,FEH-4,FEH-YEAR,NEH,YEH-4,YEH-5",0,-77.429489,39.270748,True,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,False,http://www.themarylandhorsetrials.com,approved,,
17661,"JUNE 5-6, 2021",The Middleburg H.T. ,2,The Plains,VA,20198,6/5/2021,6/6/2021,4/20/2021,5/18/2021,"BN,N,T,P","BN,N,T,P",0,-77.736947,38.990605,True,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117,False,http://www.mocpony.club,approved,,
17663,JUNE 5,Plantation Field H.T. ,2,Unionville,PA,19320,6/5/2021,6/5/2021,4/20/2021,5/18/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-75.787444,39.908737,True,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,False,http://www.Plantationfield.com,approved,,
17665,JUNE 6,NJ Region's H.T. - Pending USEF Approval,2,Allentown,NJ,08501,6/6/2021,6/6/2021,4/20/2021,5/18/2021,"BN,N,T,M","BN,N,T,M",0,-74.498207,40.193207,True,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501,False,https://www.njregionponyclub.org/,approved,,
17667,"JUNE 11-13, 2021",Seneca Valley Pony Club Spring H.T. ,2,Poolesville,MD,20837,6/11/2021,6/13/2021,4/27/2021,5/25/2021,"FEH-YEAR,2S,3S,4S,Starter,BN,N,T,M,P,I","FEH-2,FEH-3,FEH-4,FEH-YEAR,Starter,BN,N,T,M,P,I",0,-77.360199,39.091164,True,14401B Partnership Rd,Seneca - Bittersweet Field,Poolesville,MD,20837,False,http://www.senecavalleyponyclub.org/,approved,,
17671,JUNE 13,Bucks County Horse Park H.T.,2,Revere,PA,18953,6/13/2021,6/13/2021,4/27/2021,5/25/2021,"BN,N,T,PT","BN,N,T,PT",0,-75.17031,40.516807,True,8934 Easton Rd.,Bucks County Horse Park,Revere,PA,18953,False,http://www.buckscountyhorsepark.org/,approved,,
17674,"JUNE 18-20, 2021",Surefire Farm H.T. ,2,Purcellville,VA,20132,6/18/2021,6/20/2021,5/4/2021,6/1/2021,"YEH-5,4S,BN,N,T,P,I",EVENT CANCELLED,0,-77.741661,39.056019,True,Jeb Stuart Rd,Surefire Farm,Purcellville,VA,20132,False,http://www.surefireeventing.com/,cancelled,,
17688,"JUNE 19-20, 2021",Horse Park of New Jersey H.T. I  -Pending USEF Approval,2,Allentown,NJ,08501,6/19/2021,6/20/2021,5/4/2021,6/1/2021,"BN,N,T,P,I,A","BN,N,T,P,I,A",0,-74.498207,40.193207,True,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501,False,http://www.horseparkofnewjersey.com,approved,,
17678,JUNE 20,Flora Lea Farm YEH and Mini Event  ,2,Medford,NJ,08055,6/20/2021,6/20/2021,5/4/2021,6/1/2021,"YEH-5,4S,Starter","Starter,YEH-4,YEH-5",0,-74.814918,39.896675,True,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055,False,http://floraleafarm.com,approved,,
17689,"JUNE 26-27, 2021",Loudoun Hunt Pony Club Summer H.T. ,2,Leesburg,VA,20176,6/26/2021,6/27/2021,5/11/2021,6/8/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-77.555274,39.145424,True,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,False,https://loudounhunt.ponyclub.org/pages/542.aspx,approved,,
17691,"JULY 2-4, 2021",The Maryland International + Horse Trials ,2,Adamstown,MD,21710,7/2/2021,7/4/2021,5/18/2021,6/15/2021,"BN,N,T,M,P,I,CCI1-S,CCI2-S,CCI3-S","BN,N,T,M,P,I,CCI1-S,CCI2-S,CCI3-S",0,-77.429489,39.270748,True,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,False,http://www.themarylandhorsetrials.com/,approved,,
17696,"JULY 9-11, 2021",The Maryland H.T. at Loch Moy Farm II ,2,Adamstown,MD,21710,7/9/2021,7/11/2021,5/25/2021,6/22/2021,"FEH-YEAR,YEH-5,NEH,4S,2S,3S,4S,BN,N,T,M,P,I","FEH-2,FEH-3,FEH-4,FEH-YEAR,NEH,YEH-4,YEH-5,BN,N,T,M,P,I",0,-77.429489,39.270748,True,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,False,http://www.themarylandhorsetrials.com/,approved,,
17703,"JULY 16-18, 2021",Essex H.T. ,2,Far Hills,NJ,07931,7/16/2021,7/18/2021,6/1/2021,6/29/2021,"BN,N,T,P,A","BN,N,T,P,A",0,-74.6361311,40.6847539,True,50 US Highway 202,Moorland Farm,Far Hills,NJ,07931,False,http://www.essexhorsetrials.org,approved,,
17705,JULY 18,Full Moon Farms H.T.,2,Finksburg,MD,21048,7/18/2021,7/18/2021,6/1/2021,6/29/2021,"Intro,Starter,BN,N,TN,T,PT","Intro,Starter,BN,N,TN,T,PT",0,-76.913864,39.457195,True,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048,False,http://fullmoonfarm.com/,approved,,
17708,"JULY 23-25, 2021",Horse Park of New Jersey Horse Trials II,2,Allentown,NJ,08501,7/23/2021,7/25/2021,6/8/2021,7/6/2021,"BN,N,T,P,I,CCI2-S,CCI3-S","BN,N,T,P,I,CCI2-S,CCI3-S",0,-74.498207,40.193207,True,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501,False,http://www.horseparkofnewjersey.com,approved,,
17711,"JULY 24-25, 2021",Blue Ridge Mountain Horse Trials at TIEC-Pending USEF Approval,2,Mill Spring,NC,28756,7/24/2021,7/25/2021,6/8/2021,7/6/2021,"BN,N,T,M,P","BN,N,T,M,P",0,-82.066895,35.282646,True,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756,False,http://www.tryon.com,approved,,
17709,"JULY 30-31, 2021",Hunt Club Farms H.T. ,2,Berryville,VA,22611,7/30/2021,7/31/2021,6/15/2021,7/13/2021,"YEH-5,4S,BN,N,T,PT,P","YEH-4,YEH-5,BN,N,T,PT,P",0,-78.036232,39.191025,True,294 Longmarsh Rd,Hunt Club Farms,Berryville,VA,22611,False,http://www.huntclubfarms.net,approved,,
17715,AUGUST 1,Olney Farm H.T. ,2,Joppa,MD,21085,8/1/2021,8/1/2021,6/15/2021,7/13/2021,"BN,N,T,M","BN,N,T,M",0,-76.371651,39.47731,True,1001 Old Joppa Road,Olney Farm,Joppa,MD,21085,False,http://www.olneyfarm.com,approved,,
17719,"AUGUST 7-8, 2021",Fair Hill International H.T. - Pending USEF Approval,2,Elkton,MD,21921,8/7/2021,8/8/2021,,,"N,T,P,I,CCI3-S","N,T,P,I,CCI3-S",0,-75.860126,39.701706,True,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,False,http://fairhillinternational.org/,approved,,
17726,"AUGUST 14-15, 2021",Waredaca Farm H.T. ,2,Gaithersburg,MD,20882,8/14/2021,8/15/2021,6/29/2021,7/27/2021,"YEH-5,4S,BN,N,T,M,P,I","YEH-4,YEH-5,BN,N,T,M,P,I",0,-77.080605,39.233318,True,4015 Damascus Rd,Waredaca Equestrian Facility,Laytonsville,MD,20882,False,http://www.waredaca.com,approved,,
17722,"AUGUST 14-15, 2021",WindRidge Farm Summer H.T. - Pending USEF Approval,2,Mooresboro,NC,28114,8/14/2021,8/15/2021,6/29/2021,7/27/2021,"Intro,Starter,BN,BN,N,N,T,T,P,P,I","Intro,Starter,CT-BN,BN,CT-N,N,CT-T,T,CT-P,P,I",0,-81.828506,35.227467,True,882 Goodes Creek Church Rd,Windridge Farm,Mooresboro,NC,28114,False,http://www.WindridgeFarmsNC.com,approved,,
17731,"AUGUST 18-22, 2021",Great Meadow International  ,2,The Plains,VA,20198,8/18/2021,8/22/2021,7/6/2021,8/3/2021,"P,CCI2-S,CCI3-S,CCI4-S","P,CCI2-S,CCI3-S,CCI4-S",0,-77.809738,38.828873,True,5089 Old Tavern Road,Great Meadow Horse Park,The Plains,VA,20198,False,http://www.greatmeadowinternational.com,approved,6/23/2021,7/21/2021
17734,AUGUST 21,Flora Lea Farm YEH  and Mini Event,2,Medford,NJ,08055,8/21/2021,8/21/2021,7/6/2021,8/3/2021,"YEH-5,4S,Starter","Starter,YEH-4,YEH-5",0,-74.814918,39.896675,True,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055,False,http://floraleafarm.com,approved,,
17737,"AUGUST 28-29, 2021",Five Points H.T. ,2,Raeford,NC,28374,8/28/2021,8/29/2021,7/13/2021,8/10/2021,"FEH-YEAR,YEH-5,NEH,4S,2S,3S,BN,BN,N,N,T,T,M,M,P,P,I,I,A,A","FEH-2,FEH-3,FEH-YEAR,NEH,YEH-4,YEH-5,CT-BN,BN,CT-N,N,CT-T,T,CT-M,M,CT-P,P,CT-I,I,CT-A,A",0,-79.366325,35.01506,True,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,False,http://www.carolinahorsepark.com,approved,,
17738,"AUGUST 28-29, 2021",Seneca Valley Pony Club H.T. ,2,Poolesville,MD,20837,8/28/2021,8/29/2021,7/13/2021,8/10/2021,"Starter,BN,N,T,M,P,I","Starter,BN,N,T,M,P,I",0,-77.360199,39.091164,True,14401B Partnership Rd,Seneca - Bittersweet Field,Poolesville,MD,20837,False,http://www.senecavalleyponyclub.org,approved,,
17745,SEPTEMBER 5,Bucks County Horse Park H.T.,2,Revere,PA,18953,9/5/2021,9/5/2021,7/20/2021,8/17/2021,"BN,N,T,PT","BN,N,T,PT",0,-75.17031,40.516807,True,8934 Easton Rd.,Bucks County Horse Park,Revere,PA,18953,False,http://www.buckscountyhorsepark.org,approved,,
17748,"SEPTEMBER 10-12, 2021",Tryon Fall H.T. ,2,Mill Spring,NC,28756,9/10/2021,9/12/2021,7/27/2021,8/24/2021,"YEH-5,4S,BN,N,TN,T,PT,M,P,IP,I,I,AI,A,A","YEH-4,YEH-5,BN,N,TN,T,PT,M,P,IP,CT-I,I,AI,CT-A,A",0,-82.066895,35.282646,True,4066 Pea Ridge Rd,Tryon International Equestrian Center,Mill Spring,NC,28756,False,http://www.tryon.com,approved,,
17750,"SEPTEMBER 11-12, 2021",Flora Lea Fall H.T. - Pending USEF Approval,2,Medford,NJ,08055,9/11/2021,9/12/2021,7/27/2021,8/24/2021,"BN,N,T,P","BN,N,T,P",0,-74.814918,39.896675,True,21 Branin Rd.,Flora Lea Farm,Medford,NJ,8055,False,http://www.floraleafarm.com,approved,,
17751,SEPTEMBER 11,USEA MDHT FEH/YEH/NEH Qualifier,2,Adamstown,MD,21710,9/11/2021,9/11/2021,7/27/2021,8/24/2021,"FEH-YEAR,YEH-5,NEH,4S,2S,3S,4S","FEH-2,FEH-3,FEH-4,FEH-YEAR,NEH,YEH-4,YEH-5",0,-77.429489,39.270748,True,1235 Park Mills Road,Loch Moy Farm,Adamstown,MD,21710,False,http://www.themarylandhorsetrials.com,approved,,
