Title,Merge_Candidate,Area,Lon,Lat,EventVenueAddress,EventVenueFacilityName,EventVenueCity,EventVenueState,EventVenueZip,EventWebsite
Catalpa Corner Charity  ,Catalpa Corner Charity Horse Trial,4,-91.410169,41.714727,5365 Elmira Rd.,Catalpa Corner,Iowa City,IA,52240,http://www.catalpacorner.org
Catalpa Corner May Madness  ,Catalpa Corner Charity Horse Trial,4,-91.410169,41.714727,5365 Elmira Rd.,Catalpa Corner,Iowa City,IA,52240,http://www.catalpacorner.org
Chattahoochee Hills  ,Chattahoochee Hills H.T. (April 2019),3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills  ,Chattahoochee Hills H.T. (Aug 2019),3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills  ,Chattahoochee Hills H.T. (Aug 2020),3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills  ,Chattahoochee Hills H.T.(Feb 2020),3,-84.716462,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213,http://ChattHillsEventing.com
Chattahoochee Hills  ,Chattahoochee Hills H.T.(Oct 2019),3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills  ,Chattahoochee Hills H.T.(Oct 2020),3,-84.716462,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills  ,Chattahoochee Hills HT Summer 1,3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills  ,Chattahoochee Hills May H.T.,3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills  ,Chattahoochee Hills May H.T.,3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills  ,Chattahoochee Hills May H.T.,3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills   ,Chattahoochee Hills May H.T.,3,-84.716462,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills   ,Chattahoochee Hills May H.T.,3,-84.700048,33.639928,9445 Browns Lake Road,The Bouckaert Farm,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills   ,Chattahoochee Hills May H.T.,3,-84.716462,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213,http://www.chatthillseventing.com/
Chattahoochee Hills   ,Chattahoochee Hills May H.T.,3,-84.716462,33.630239,10045 Cedar Grove Road,Chattahoochee Hills,Fairburn,GA,30213,http://www.chatthillseventing.com/
Carriage House Farm,Cherrylane Horse Trials,4,-92.949326,45.208195,17727 Henna Ave. N,Carriage House Farm,Hugo,MN,55038,http://www.carriagehousefarm.org
Carriage House Farm,Cherrylane Horse Trials,4,-92.949326,45.208195,17727 Henna Ave. N,Carriage House Farm,Hugo,MN,55038,http://www.carriagehousefarm.org
Colorado Horse Park  ,Colorado Horse Park H.T.(June 2019),9,-104.743507,39.436527,7522 South Pinery Drive,Colorado Horse Park Western Arena Complex,Parker,CO,80134,http://www.coloradohorsepark.com/
Colorado Horse Park  ,Colorado Horse Park H.T.(June 2019),9,-104.743507,39.436527,7522 South Pinery Drive,Colorado Horse Park Western Arena Complex,Parker,CO,80134,http://www.coloradohorsepark.com/
Course Brook  ,Course Brook Farm Fall Horse Trials,1,-71.399742,42.252289,39 Brush Hill Rd,Course Brook Farm,Sherborn,MA,01770,https://coursebrookfarm.com/
Course Brook Farm  ,Course Brook Farm Fall Horse Trials,1,-71.399742,42.252289,39 Brush Hill Rd,Course Brook Farm,Sherborn,MA,01770,https://www.coursebrookfarm.com/usef-usea-horse-trials
Course Brook    ,Course Brook Farm Horse Trials,1,-71.399742,42.252289,39 Brush Hill Rd,Course Brook Farm,Sherborn,MA,01770,https://coursebrookfarm.com/
Course Brook Farm  ,Course Brook Farm Horse Trials,1,-71.399742,42.252289,39 Brush Hill Rd,Course Brook Farm,Sherborn,MA,01770,https://www.coursebrookfarm.com/usef-usea-horse-trials
Course Brook Farm    ,Course Brook Farm Horse Trials,1,-71.399742,42.252289,39 Brush Hill Rd,Course Brook Farm,Sherborn,MA,01770,https://www.coursebrookfarm.com/usef-usea-horse-trials
ESDCTA New Jersey   ,ESDCTA New Jersey H.T. at the Horsepark,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,08501,https://www.esdcta.org
ESDCTA New Jersey    ,ESDCTA New Jersey H.T. at the Horsepark,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,08501,https://www.esdcta.org
Essex  ,Essex Horse Trials,2,-74.6361311,40.6847539,50 US Highway 202,Moorland Farm,Far Hills,NJ,07931,http://www.essexhorsetrials.org
Essex   ,Essex Horse Trials,2,-74.6361311,40.6847539,50 US Highway 202,Moorland Farm,Far Hills,NJ,07931,http://www.essexhorsetrials.org
Fair Hill International  ,Fair Hill International April Horse Trials,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,http://www.fairhillinternational.org
Maryland 5 Star at Fair Hill,Fair Hill International April Horse Trials,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
Fair Hill International  ,Fair Hill International August Horse Trials,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,http://fairhillinternational.org/
Maryland 5 Star at Fair Hill,Fair Hill International August Horse Trials,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
Carolina International CCI and  ,Fair Hill International CCI****/***,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,http://www.carolinainternationalcic.com/
Carolina International CCI and  ,Fair Hill International CCI****/***,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,http://www.carolinainternationalcci.com/
Fair Hill International   ,Fair Hill International CCI****/***,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,http://www.fairhillinternational.org
Maryland 5 Star at Fair Hill,Fair Hill International CCI****/***,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
Fair Hill International    ,Fair Hill International H.T.(May 2019),2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,http://fairhillinternational.org/
Maryland 5 Star at Fair Hill,Fair Hill International H.T.(May 2019),2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
Fair Hill International April   and CCI-S,Fair Hill International June Starter HT,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,http://www.fairhillinternational.org
Maryland 5 Star at Fair Hill,Fair Hill International June Starter HT,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
Fair Hill International April   and CCI-S,Fair Hill International May Starter HT,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,http://www.fairhillinternational.org
Maryland 5 Star at Fair Hill,Fair Hill International May Starter HT,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
Fair Hill International April   and CCI-S,Fair Hill Starter Horse Trials ,2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,http://www.fairhillinternational.org
Maryland 5 Star at Fair Hill,Fair Hill Starter Horse Trials ,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
Fair Hill International April   and CCI-S,Fair Hill Starter Horse Trials (September 2019),2,-75.860126,39.701706,4600 Telegraph Rd,Fair Hill - Telegraph,Elkton,MD,21921,http://www.fairhillinternational.org
Maryland 5 Star at Fair Hill,Fair Hill Starter Horse Trials (September 2019),2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
Feather Creek Farm  ,Feather Creek Farm H.T.(Aug 2019),5,-97.331001,35.237457,1501 72nd Ave,Feather Creek Farm,Norman,OK,73026,https://www.facebook.com/Feather-Creek-Farm-116967058316156/
Feather Creek Farm  ,Feather Creek Farm H.T.(June 2020),5,-97.331001,35.237457,1501 72nd Ave,Feather Creek Farm,Norman,OK,73026,https://www.facebook.com/Feather-Creek-Farm-116967058316156/
Feather Creek Farm  ,Feather Creek Farm H.T.(Sept 2019),5,-97.331001,35.237457,1501 72nd Ave,Feather Creek Farm,Norman,OK,73026,https://www.facebook.com/Feather-Creek-Farm-116967058316156/
FENCE  ,FENCE Horse Trial ,3,-82.176845,35.196822,3381 Hunting Country Rd.,Fence Equestrian Center - FENCE,Tryon,NC,28782,http://www.fence.org
FENCE  ,FENCE Horse Trial (April 2019),3,-82.176845,35.196822,3381 Hunting Country Rd.,Fence Equestrian Center - FENCE,Tryon,NC,28782,http://www.fence.org
Five Points  ,Five Points Horse Trials,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,http://www.carolinahorsepark.com
Five Points   ,Five Points Horse Trials,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,http://www.carolinahorsepark.com
Fleur de Leap  ,Fleur de Leap Horse Trials,5,-90.184767,30.643,13349 Verger Road,LAGNIAPPE EQUESTRIAN CENTER,Folsom,LA,70437,http://www.sedariders.org/
Fleur de Leap  ,Fleur de Leap Horse Trials,5,-90.184767,30.643,13349 Verger Road,LAGNIAPPE EQUESTRIAN CENTER,Folsom,LA,70437,http://www.sedariders.org/
Flora Lea Fall   ,Flora Lea Fall H.T. (Sep 2020),2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,08055,http://www.floraleafarm.com
Flora Lea Farm YEH  and Mini Event,Flora Lea Fall H.T. (Sep 2020),2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,08055,http://floraleafarm.com
Flora Lea Fall    ,Flora Lea Fall H.T.(Sep 2019),2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,08055,http://www.floraleafarm.com
Flora Lea Farm YEH and Mini Event  ,Flora Lea Fall H.T.(Sep 2019),2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,08055,http://floraleafarm.com
Flora Lea Farm YEH  and Mini Event,Flora Lea Spring Horse Trials,2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,08055,http://floraleafarm.com
Flora Lea Farm YEH and Mini Event  ,Flora Lea Spring Horse Trials,2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,08055,http://floraleafarm.com
Flora Lea Spring  ,Flora Lea Spring Horse Trials,2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,08055,http://floraleafarm.com
Flora Lea Spring   ,Flora Lea Spring Horse Trials,2,-74.814918,39.896675,21 Branin Rd.,Flora Lea Farm,Medford,NJ,08055,http://floraleafarm.com
Fox River Valley Pony Club   ,Fox River Valley Pony Club HT,4,-88.223786,42.145417,254 Bateman Rd,Barrington Hills Park Riding Center,Barrington,IL,60010,http://www.FRVPCHorsetrials.org
Fox River Valley Pony Club   ,Fox River Valley Pony Club HT,4,-88.223786,42.145417,254 Bateman Rd,Barrington Hills Park Riding Center,Barrington,IL,60010,http://www.FRVPCHorsetrials.org
Mill Creek Pony Club,Fox River Valley Pony Club HT,4,-94.475287,38.893713,12600 Old Raytown Rd,Longview Horse Park,Grandview,MO,64146,http://millcreek.ponyclub.org
Mill Creek Pony Club,Fox River Valley Pony Club HT,4,-94.475287,38.893713,12600 Old Raytown Rd,Longview Horse Park,Grandview,MO,64146,http://millcreek.ponyclub.org
Mystic Valley Hunt Club  ,Fox River Valley Pony Club HT,1,-72.040755,41.404597,645 Long Cove Rd,Mystic Valley Hunt Club,Gales Ferry,CA,06335,http://www.info@mvhchorse.com/
Full Gallop Farm August HT,Full Gallop Farm August HT(Aug 2019),3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com/
Full Gallop Farm August HT  ,Full Gallop Farm August HT(Aug 2020),3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com/
Full Gallop Farm December  ,Full Gallop Farm August Schooling HT,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm February I  ,Full Gallop Farm December Schooling Show ,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm February I  ,Full Gallop Farm February H.T.,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://fullgallopfarm.com
Full Gallop Farm February II  ,Full Gallop Farm February Horse Trials,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm January H.T,Full Gallop Farm February II H.T.(Feb 2020),3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com/
Flying Cross Farm  ,Full Gallop Farm HT,8,-85.523209,38.426964,9220 W Hwy 42,Flying Cross Farm,Goshen,KY,40026,www.flyingcrossfarm.org
Flying Cross Farm  ,Full Gallop Farm HT,8,-85.523209,38.426964,9220 W Hwy 42,Flying Cross Farm,Goshen,KY,40026,www.flyingcrossfarm.org
Full Gallop Farm January H.T,Full Gallop Farm HT,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,https://fullgallopfarm.com/
Full Gallop Farm July  ,Full Gallop Farm January H.T(Jan 2020),3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm June  ,Full Gallop Farm January HT,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm June  ,Full Gallop Farm January Schooling Show,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm March  ,Full Gallop Farm June Horse Trials,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com/
Full Gallop Farm March  ,Full Gallop Farm June Schooling Show,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com/
Full Gallop Farm March I   ,Full Gallop Farm March H.T.,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com/
Full Gallop Farm March II  ,Full Gallop Farm March I HT,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com/
Full Gallop Farm Mid February  ,Full Gallop Farm March II H.T. (2019),3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop Farm Nov HT,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop Farm November HT,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop Farm Schooling Show (June2020),3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop Farm Schooling Show (March 11),3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop Farm Schooling Show (May 2020),3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop Farm Sept. Schooling HT,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop February Schooling HT,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop July 6th Schooling ,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop March Schooling Show ,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Gallop Farm November   ,Full Gallop March Schooling Show II ,3,-81.584045,33.570454,3828 Wagener Rd.,Full Gallop Farm,Aiken,SC,29805,http://www.fullgallopfarm.com
Full Moon Farms  ,Full Moon Farms 2019 Spring Thing,2,-76.913864,39.457195,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048,http://fullmoonfarm.com/
Full Moon Farms  ,Full Moon Farms H.T.(Jul 2019),2,-76.913864,39.457195,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048,http://fullmoonfarm.com/
Full Moon Farms  ,Full Moon Farms H.T.(Jul),2,-76.913864,39.457195,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048,http://fullmoonfarm.com/
Full Moon Farms  ,Full Moon Farms H.T.(Nov 2020),2,-76.913864,39.457195,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048,http://fullmoonfarm.com/
Full Moon Farms  ,Full Moon Farms Starter H.T. ,2,-76.913864,39.457195,4326 Louisville Rd,Full Moon Farm,Finksburg,MD,21048,http://fullmoonfarm.com/
Galway Downs,Galway Downs Horse Trials (July 2020),6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Galway Downs,Galway Downs International Event & H.T. (Nov 2019),6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Galway Downs International  ,Galway Downs International Event & H.T.(Oct 2020),6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Galway Downs International  ,Galway Downs International Event and H.T. (2019),6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Galway Downs International Event &  ,Galway Downs Spring Horse Trials (2019),6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Galway Downs Spring  ,Galway Downs Spring Horse Trials (2019),6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Galway Downs July  ,Galway Downs Winter H.T.(Jan 2020),6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Galway Downs Spring  ,Galway Downs Winter Horse Trials,6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Galway Downs Winter  ,Galway Downs Winter Horse Trials,6,-117.033958,33.487278,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,http://www.galwaydowns.net
Cobblestone Farms  ,Glenarden Farms Horse Trials,8,-83.844574,42.365833,5601 Zeeb Road,Cobblestone Farm,Dexter,MI,48130,http://www.cobblestonefarmsllc.com
GMHA ,GMHA Festival of Eventing August Horse Trials(Aug ,1,-72.539261,43.557084,5491 South Road,GMHA,South Woodstock,VT,05071,http://www.gmhainc.org
GMHA Festival of Eventing August  ,GMHA June Horse Trials,1,-72.539261,43.557084,5491 South Road,GMHA,South Woodstock,VT,05071,http://gmhainc.org/
GMHA Festival of Eventing August   ,GMHA September H.T.(Sep 2020),1,-72.539261,43.557084,5491 South Road,GMHA,South Woodstock,VT,05071,http://gmhainc.org/
GMHA June,GMHA September Horse Trials,1,-72.539261,43.557084,5491 South Road,GMHA,South Woodstock,VT,05071,http://www.gmhainc.org
GMHA September  ,GMHA September Horse Trials,1,-72.539261,43.557084,5491 South Road,GMHA,South Woodstock,VT,05071,http://www.gmhainc.org
GMHA September  ,GMHA September Horse Trials,1,-72.539261,43.557084,5491 South Road,GMHA,South Woodstock,VT,05071,http://www.gmhainc.org
GMHA June  ,GMHA Starter Horse Trials (Aug 2020),1,-72.539261,43.557084,5491 South Road,GMHA,South Woodstock,VT,05071,http://www.gmhainc.org
Grand Oaks  ,Grand Oaks Horse Trials,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://www.thegrandoaks.com/
Grand Oaks   ,Grand Oaks Horse Trials,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://thegrandoaks.com
Grand Oaks   ,Grand Oaks Horse Trials,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://thegrandoaks.com
Grand Oaks  ,Grand Oaks Horse Trials(Jan 2020),3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://www.thegrandoaks.com/
Groton House Farm,Groton House Farm Horse Trials,1,-70.871843,42.648485,746 Highland St.,Groton House Farm,Hamilton,MA,01982,http://www.grotonhousefarm.com/
Groton House Farm    ,Groton House Farm Horse Trials,1,-70.871843,42.648485,746 Highland St.,Groton House Farm,Hamilton,MA,01982,http://www.grotonhousefarm.com/
Holly Hill,Holly Hill Fall Horse Trials,5,-93.764526,32.734516,1296 Old Plain Dealing Rd,Holly Hill Farm,Blenton,LA,71006,http://www.hollyhillfarm.net/
Pine Hill Fall  ,Holly Hill Fall Horse Trials,5,-96.239609,29.958752,1720 Hwy 159 East Bellville,Pine Hill,Bellville,TX,77418,http://www.pinehilltexas.com/
Pine Hill Fall  ,Holly Hill Fall Horse Trials,5,-96.239609,29.958752,1720 Hwy 159 East Bellville,Pine Hill,Bellville,TX,77418,http://www.pinehilltexas.com/
Holly Hill  ,Holly Hill H.T.(Oct 2020),5,-93.764526,32.734516,1296 Old Plain Dealing Rd,Holly Hill Farm,Blenton,LA,71006,http://www.hollyhillfarm.net/
Holly Hill  ,Holly Hill H.T.(Oct 2020),5,-93.764526,32.734516,1296 Old Plain Dealing Rd,Holly Hill Farm,Blenton,LA,71006,http://www.hollyhillfarm.net/
Holly Hill  ,Holly Hill Spring H.T. (April 2019),5,-93.764526,32.734516,1296 Old Plain Dealing Rd,Holly Hill Farm,Blenton,LA,71006,http://www.hollyhillfarm.net/
Horse Park of New Jersey,Horse Park of New Jersey H.T. I,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,08501,http://www.horseparkofnewjersey.com
Horse Park of New Jersey ,Horse Park of New Jersey H.T. II,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,08501,http://www.horseparkofnewjersey.com
Horse Park of New Jersey   II,Horse Park of New Jersey H.T. II,2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,08501,http://www.horseparkofnewjersey.com
Horse Park of New Jersey   I,Horse Park of New Jersey H.T. II(July 2019),2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,08501,http://www.horseparkofnewjersey.com
 Horse Trials at Majestic Oaks,Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://www.MajesticOaksOcala.com
 Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://majesticoaksocala.com
 Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://majesticoaksocala.com
 Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://majesticoaksocala.com
 Horse Trials at Majestic Oaks ,Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://www.MajesticOaksOcala.com
at Majestic Oaks ,Horse Trials at Majestic Oaks ,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://majesticoaksocala.com
